"date","country","cases_metric"
2020-10-28,"MH",0
2020-10-29,"MH",0
2020-10-30,"MH",0
2020-10-31,"MH",0
2020-11-01,"MH",0
2020-08-06,"MK",53.896
2020-08-07,"MK",53.622
2020-08-08,"MK",54.856
2020-08-09,"MK",59.176
2020-08-10,"MK",53.827
2020-08-11,"MK",55.816
2020-08-12,"MK",60.41
2020-08-13,"MK",63.633
2020-08-14,"MK",65.69
2020-08-15,"MK",65.896
2020-08-16,"MK",61.644
2020-08-17,"MK",61.713
2020-08-18,"MK",61.576
2020-08-19,"MK",60.821
2020-08-20,"MK",58.902
2020-08-21,"MK",57.393
2020-08-22,"MK",54.376
2020-08-23,"MK",55.199
2020-08-24,"MK",58.696
2020-08-25,"MK",57.119
2020-08-26,"MK",56.844
2020-08-27,"MK",57.462
2020-08-28,"MK",55.542
2020-08-29,"MK",58.627
2020-08-30,"MK",57.256
2020-08-31,"MK",50.399
2020-09-01,"MK",45.805
2020-09-02,"MK",44.982
2020-09-03,"MK",47.039
2020-09-04,"MK",51.976
2020-09-05,"MK",48.547
2020-09-06,"MK",48.342
2020-09-07,"MK",52.113
2020-09-08,"MK",53.896
2020-09-09,"MK",52.867
2020-09-10,"MK",47.519
2020-09-11,"MK",44.708
2020-09-12,"MK",46.902
2020-09-13,"MK",47.725
2020-09-14,"MK",48.067
2020-09-15,"MK",47.999
2020-09-16,"MK",47.93
2020-09-17,"MK",54.513
2020-09-18,"MK",58.97
2020-09-19,"MK",59.107
2020-09-20,"MK",0
2020-09-21,"MK",64.73
2020-09-22,"MK",65.347
2020-09-23,"MK",64.593
2020-09-24,"MK",65.896
2020-09-25,"MK",63.496
2020-09-26,"MK",63.496
2020-09-27,"MK",63.496
2020-09-28,"MK",61.301
2020-09-29,"MK",61.301
2020-09-30,"MK",63.016
2020-10-01,"MK",63.633
2020-10-02,"MK",64.319
2020-10-03,"MK",69.941
2020-10-04,"MK",76.73
2020-10-05,"MK",79.61
2020-10-06,"MK",82.215
2020-10-07,"MK",89.827
2020-10-08,"MK",98.466
2020-10-09,"MK",112.386
2020-10-10,"MK",123.426
2020-10-11,"MK",133.917
2020-10-12,"MK",147.22
2020-10-13,"MK",153.597
2020-10-14,"MK",143.791
2020-10-15,"MK",152.431
2020-10-16,"MK",164.088
2020-10-17,"MK",167.585
2020-10-18,"MK",181.436
2020-10-19,"MK",184.522
2020-10-20,"MK",183.424
2020-10-21,"MK",205.915
2020-10-22,"MK",219.424
2020-10-23,"MK",226.486
2020-10-24,"MK",232.041
2020-10-25,"MK",218.944
2020-10-26,"MK",228.063
2020-10-27,"MK",233.892
2020-10-28,"MK",248.977
2020-10-29,"MK",264.748
2020-10-30,"MK",280.108
2020-10-31,"MK",308.359
2020-11-01,"MK",355.055
2020-08-06,"MM",0
2020-08-07,"MM",0
2020-08-08,"MM",0
2020-08-09,"MM",0
2020-08-10,"MM",0
2020-08-11,"MM",0
2020-08-12,"MM",0
2020-08-13,"MM",0
2020-08-14,"MM",0
2020-08-15,"MM",0
2020-08-16,"MM",0
2020-08-17,"MM",0
2020-08-18,"MM",0
2020-08-19,"MM",0
2020-08-20,"MM",0.087
2020-08-21,"MM",0
2020-08-22,"MM",0.16
2020-08-23,"MM",0
2020-08-24,"MM",0
2020-08-25,"MM",0
2020-08-26,"MM",0
2020-08-27,"MM",0
2020-08-28,"MM",0
2020-08-29,"MM",0.546
2020-08-30,"MM",0
2020-08-31,"MM",0
2020-09-01,"MM",0
2020-09-02,"MM",0
2020-09-03,"MM",0
2020-09-04,"MM",0
2020-09-05,"MM",0
2020-09-06,"MM",1.497
2020-09-07,"MM",0
2020-09-08,"MM",0
2020-09-09,"MM",0
2020-09-10,"MM",0
2020-09-11,"MM",2.728
2020-09-12,"MM",0
2020-09-13,"MM",0
2020-09-14,"MM",0
2020-09-15,"MM",0
2020-09-16,"MM",0
2020-09-17,"MM",0
2020-09-18,"MM",0
2020-09-19,"MM",0
2020-09-20,"MM",0
2020-09-21,"MM",0
2020-09-22,"MM",0
2020-09-23,"MM",0
2020-09-24,"MM",0
2020-09-25,"MM",0
2020-09-26,"MM",0
2020-09-27,"MM",12.414
2020-09-28,"MM",0
2020-09-29,"MM",0
2020-09-30,"MM",0
2020-10-01,"MM",0
2020-10-02,"MM",0
2020-10-03,"MM",0
2020-10-04,"MM",0
2020-10-05,"MM",0
2020-10-06,"MM",0
2020-10-07,"MM",0
2020-10-08,"MM",21.162
2020-10-09,"MM",0
2020-10-10,"MM",0
2020-10-11,"MM",0
2020-10-12,"MM",0
2020-10-13,"MM",0
2020-10-14,"MM",27.317
2020-10-15,"MM",0
2020-10-16,"MM",0
2020-10-17,"MM",0
2020-10-18,"MM",0
2020-10-19,"MM",0
2020-10-20,"MM",0
2020-10-21,"MM",0
2020-10-22,"MM",0
2020-10-23,"MM",0
2020-10-24,"MM",0
2020-10-25,"MM",0
2020-10-26,"MM",22.971
2020-10-27,"MM",0
2020-10-28,"MM",0
2020-10-29,"MM",0
2020-10-30,"MM",0
2020-10-31,"MM",0
2020-11-01,"MM",0
2020-08-06,"MT",66.65
2020-08-07,"MT",42.708
2020-08-08,"MT",55.326
2020-08-09,"MT",61.473
2020-08-10,"MT",74.091
2020-08-11,"MT",77.003
2020-08-12,"MT",81.209
2020-08-13,"MT",85.416
2020-08-14,"MT",96.74
2020-08-15,"MT",90.916
2020-08-16,"MT",101.269
2020-08-17,"MT",70.209
2020-08-18,"MT",85.092
2020-08-19,"MT",91.239
2020-08-20,"MT",90.592
2020-08-21,"MT",85.739
2020-08-22,"MT",87.357
2020-08-23,"MT",74.091
2020-08-24,"MT",99.004
2020-08-25,"MT",94.475
2020-08-26,"MT",91.239
2020-08-27,"MT",90.916
2020-08-28,"MT",89.945
2020-08-29,"MT",88.651
2020-08-30,"MT",87.357
2020-08-31,"MT",80.886
2020-09-01,"MT",69.885
2020-09-02,"MT",66.003
2020-09-03,"MT",58.238
2020-09-04,"MT",57.267
2020-09-05,"MT",53.061
2020-09-06,"MT",54.032
2020-09-07,"MT",57.267
2020-09-08,"MT",62.444
2020-09-09,"MT",61.473
2020-09-10,"MT",74.739
2020-09-11,"MT",77.327
2020-09-12,"MT",85.092
2020-09-13,"MT",84.121
2020-09-14,"MT",101.269
2020-09-15,"MT",106.446
2020-09-16,"MT",114.858
2020-09-17,"MT",128.77
2020-09-18,"MT",126.506
2020-09-19,"MT",125.211
2020-09-20,"MT",137.506
2020-09-21,"MT",122.623
2020-09-22,"MT",120.035
2020-09-23,"MT",116.476
2020-09-24,"MT",95.769
2020-09-25,"MT",98.034
2020-09-26,"MT",95.445
2020-09-27,"MT",83.798
2020-09-28,"MT",80.239
2020-09-29,"MT",74.415
2020-09-30,"MT",71.503
2020-10-01,"MT",65.356
2020-10-02,"MT",63.738
2020-10-03,"MT",67.944
2020-10-04,"MT",79.592
2020-10-05,"MT",94.151
2020-10-06,"MT",103.858
2020-10-07,"MT",109.681
2020-10-08,"MT",124.241
2020-10-09,"MT",132.976
2020-10-10,"MT",143.006
2020-10-11,"MT",154.33
2020-10-12,"MT",163.713
2020-10-13,"MT",167.272
2020-10-14,"MT",182.155
2020-10-15,"MT",196.067
2020-10-16,"MT",211.598
2020-10-17,"MT",226.804
2020-10-18,"MT",260.453
2020-10-19,"MT",275.659
2020-10-20,"MT",288.924
2020-10-21,"MT",302.19
2020-10-22,"MT",316.426
2020-10-23,"MT",316.102
2020-10-24,"MT",315.779
2020-10-25,"MT",286.983
2020-10-26,"MT",281.483
2020-10-27,"MT",272.1
2020-10-28,"MT",263.365
2020-10-29,"MT",237.481
2020-10-30,"MT",235.863
2020-10-31,"MT",221.304
2020-11-01,"MT",216.451
2020-08-06,"MW",5.138
2020-08-07,"MW",0
2020-08-08,"MW",3.711
2020-08-09,"MW",0
2020-08-10,"MW",0
2020-08-11,"MW",0
2020-08-12,"MW",2.636
2020-08-13,"MW",0
2020-08-14,"MW",3.144
2020-08-15,"MW",0
2020-08-16,"MW",0
2020-08-17,"MW",0
2020-08-18,"MW",0
2020-08-19,"MW",0
2020-08-20,"MW",0
2020-08-21,"MW",0
2020-08-22,"MW",0
2020-08-23,"MW",0
2020-08-24,"MW",0
2020-08-25,"MW",0
2020-08-26,"MW",0
2020-08-27,"MW",0
2020-08-28,"MW",0
2020-08-29,"MW",0
2020-08-30,"MW",0
2020-08-31,"MW",0
2020-09-01,"MW",0
2020-09-02,"MW",0
2020-09-03,"MW",0
2020-09-04,"MW",0
2020-09-05,"MW",0
2020-09-06,"MW",0.62
2020-09-07,"MW",0
2020-09-08,"MW",0
2020-09-09,"MW",0
2020-09-10,"MW",0
2020-09-11,"MW",0
2020-09-12,"MW",0
2020-09-13,"MW",0.5
2020-09-14,"MW",0
2020-09-15,"MW",0.568
2020-09-16,"MW",0
2020-09-17,"MW",0
2020-09-18,"MW",0
2020-09-19,"MW",0
2020-09-20,"MW",0.299
2020-09-21,"MW",0.306
2020-09-22,"MW",0
2020-09-23,"MW",0
2020-09-24,"MW",0
2020-09-25,"MW",0
2020-09-26,"MW",0
2020-09-27,"MW",0
2020-09-28,"MW",0
2020-09-29,"MW",0
2020-09-30,"MW",0
2020-10-01,"MW",0
2020-10-02,"MW",0
2020-10-03,"MW",0
2020-10-04,"MW",0
2020-10-05,"MW",0
2020-10-06,"MW",0
2020-10-07,"MW",0
2020-10-08,"MW",0
2020-10-09,"MW",0
2020-10-10,"MW",0
2020-10-11,"MW",0
2020-10-12,"MW",0
2020-10-13,"MW",0
2020-10-14,"MW",0
2020-10-15,"MW",0
2020-10-16,"MW",0
2020-10-17,"MW",0
2020-10-18,"MW",0
2020-10-19,"MW",0
2020-10-20,"MW",0
2020-10-21,"MW",0
2020-10-22,"MW",0
2020-10-23,"MW",0
2020-10-24,"MW",0
2020-10-25,"MW",0
2020-10-26,"MW",0
2020-10-27,"MW",0
2020-10-28,"MW",0
2020-10-29,"MW",0
2020-10-30,"MW",0
2020-10-31,"MW",0.284
2020-11-01,"MW",0
2020-08-06,"MX",52.797
2020-08-07,"MX",51.534
2020-08-08,"MX",49.605
2020-08-09,"MX",46.213
2020-08-10,"MX",45.685
2020-08-11,"MX",46.561
2020-08-12,"MX",47.157
2020-08-13,"MX",46.846
2020-08-14,"MX",47.711
2020-08-15,"MX",46.494
2020-08-16,"MX",46.328
2020-08-17,"MX",46.407
2020-08-18,"MX",44.206
2020-08-19,"MX",0
2020-08-20,"MX",42.825
2020-08-21,"MX",42.165
2020-08-22,"MX",42.508
2020-08-23,"MX",42.66
2020-08-24,"MX",0
2020-08-25,"MX",42.073
2020-08-26,"MX",0
2020-08-27,"MX",40.837
2020-08-28,"MX",0
2020-08-29,"MX",39.892
2020-08-30,"MX",39.329
2020-08-31,"MX",39.53
2020-09-01,"MX",0
2020-09-02,"MX",0
2020-09-03,"MX",41.072
2020-09-04,"MX",0
2020-09-05,"MX",41.386
2020-09-06,"MX",41.768
2020-09-07,"MX",42.306
2020-09-08,"MX",42.047
2020-09-09,"MX",40.801
2020-09-10,"MX",40.291
2020-09-11,"MX",39.301
2020-09-12,"MX",0
2020-09-13,"MX",0
2020-09-14,"MX",38.069
2020-09-15,"MX",37.901
2020-09-16,"MX",37.259
2020-09-17,"MX",37.24
2020-09-18,"MX",35.178
2020-09-19,"MX",33.966
2020-09-20,"MX",33.404
2020-09-21,"MX",32.444
2020-09-22,"MX",31.981
2020-09-23,"MX",0
2020-09-24,"MX",32.263
2020-09-25,"MX",34.729
2020-09-26,"MX",35.35
2020-09-27,"MX",0
2020-09-28,"MX",36.181
2020-09-29,"MX",36.716
2020-09-30,"MX",36.453
2020-10-01,"MX",36.749
2020-10-02,"MX",36.407
2020-10-03,"MX",0
2020-10-04,"MX",34.926
2020-10-05,"MX",34.733
2020-10-06,"MX",0
2020-10-07,"MX",62.541
2020-10-08,"MX",0
2020-10-09,"MX",62.24
2020-10-10,"MX",63.078
2020-10-11,"MX",62.463
2020-10-12,"MX",0
2020-10-13,"MX",34.642
2020-10-14,"MX",34.051
2020-10-15,"MX",33.47
2020-10-16,"MX",0
2020-10-17,"MX",0
2020-10-18,"MX",36.32
2020-10-19,"MX",37.366
2020-10-20,"MX",37.54
2020-10-21,"MX",0
2020-10-22,"MX",42.285
2020-10-23,"MX",43.501
2020-10-24,"MX",43.338
2020-10-25,"MX",43.979
2020-10-26,"MX",44.246
2020-10-27,"MX",44.763
2020-10-28,"MX",44.934
2020-10-29,"MX",0
2020-10-30,"MX",0
2020-10-31,"MX",42.144
2020-11-01,"MX",42.283
2020-08-06,"MY",0.296
2020-08-07,"MY",0.327
2020-08-08,"MY",0.384
2020-08-09,"MY",0
2020-08-10,"MY",0.371
2020-08-11,"MY",0
2020-08-12,"MY",0.446
2020-08-13,"MY",0
2020-08-14,"MY",0.402
2020-08-15,"MY",0
2020-08-16,"MY",0.463
2020-08-17,"MY",0.516
2020-08-18,"MY",0
2020-08-19,"MY",0
2020-08-20,"MY",0.534
2020-08-21,"MY",0.49
2020-08-22,"MY",0
2020-08-23,"MY",0
2020-08-24,"MY",0
2020-08-25,"MY",0
2020-08-26,"MY",0.291
2020-08-27,"MY",0
2020-08-28,"MY",0
2020-08-29,"MY",0
2020-08-30,"MY",0
2020-08-31,"MY",0.296
2020-09-01,"MY",0
2020-09-02,"MY",0.305
2020-09-03,"MY",0.305
2020-09-04,"MY",0
2020-09-05,"MY",0.349
2020-09-06,"MY",0.327
2020-09-07,"MY",0
2020-09-08,"MY",0
2020-09-09,"MY",0
2020-09-10,"MY",0
2020-09-11,"MY",0
2020-09-12,"MY",1.876
2020-09-13,"MY",0
2020-09-14,"MY",0
2020-09-15,"MY",2.15
2020-09-16,"MY",1.81
2020-09-17,"MY",1.977
2020-09-18,"MY",0
2020-09-19,"MY",0
2020-09-20,"MY",0
2020-09-21,"MY",0
2020-09-22,"MY",1.457
2020-09-23,"MY",1.717
2020-09-24,"MY",2.092
2020-09-25,"MY",0
2020-09-26,"MY",0
2020-09-27,"MY",2.657
2020-09-28,"MY",0
2020-09-29,"MY",3.346
2020-09-30,"MY",0
2020-10-01,"MY",0
2020-10-02,"MY",0
2020-10-03,"MY",0
2020-10-04,"MY",0
2020-10-05,"MY",0
2020-10-06,"MY",0
2020-10-07,"MY",0
2020-10-08,"MY",0
2020-10-09,"MY",0
2020-10-10,"MY",0
2020-10-11,"MY",0
2020-10-12,"MY",0
2020-10-13,"MY",0
2020-10-14,"MY",14.901
2020-10-15,"MY",0
2020-10-16,"MY",16.6
2020-10-17,"MY",0
2020-10-18,"MY",19.999
2020-10-19,"MY",0
2020-10-20,"MY",0
2020-10-21,"MY",0
2020-10-22,"MY",0
2020-10-23,"MY",0
2020-10-24,"MY",0
2020-10-25,"MY",0
2020-10-26,"MY",0
2020-10-27,"MY",0
2020-10-28,"MY",28.315
2020-10-29,"MY",0
2020-10-30,"MY",0
2020-10-31,"MY",0
2020-11-01,"MY",0
2020-08-06,"NI",4.96
2020-08-07,"NI",0
2020-08-08,"NI",0
2020-08-09,"NI",0
2020-08-10,"NI",0
2020-08-11,"NI",0
2020-08-12,"NI",0
2020-08-13,"NI",0
2020-08-14,"NI",0
2020-08-15,"NI",0
2020-08-16,"NI",0
2020-08-17,"NI",4.593
2020-08-18,"NI",0
2020-08-19,"NI",0
2020-08-20,"NI",0
2020-08-21,"NI",0
2020-08-22,"NI",0
2020-08-23,"NI",0
2020-08-24,"NI",0
2020-08-25,"NI",0
2020-08-26,"NI",3.946
2020-08-27,"NI",0
2020-08-28,"NI",0
2020-08-29,"NI",0
2020-08-30,"NI",0
2020-08-31,"NI",0
2020-09-01,"NI",0
2020-09-02,"NI",0
2020-09-03,"NI",0
2020-09-04,"NI",0
2020-09-05,"NI",0
2020-09-06,"NI",0
2020-09-07,"NI",0
2020-09-08,"NI",0
2020-09-09,"NI",0
2020-09-10,"NI",0
2020-09-11,"NI",0
2020-09-12,"NI",0
2020-09-13,"NI",0
2020-09-14,"NI",0
2020-09-15,"NI",0
2020-09-16,"NI",0
2020-09-17,"NI",0
2020-09-18,"NI",0
2020-09-19,"NI",0
2020-09-20,"NI",0
2020-09-21,"NI",0
2020-09-22,"NI",0
2020-09-23,"NI",0
2020-09-24,"NI",0
2020-09-25,"NI",0
2020-09-26,"NI",0
2020-09-27,"NI",0
2020-09-28,"NI",0
2020-09-29,"NI",0
2020-09-30,"NI",0
2020-10-01,"NI",0
2020-10-02,"NI",0
2020-10-03,"NI",0
2020-10-04,"NI",2.092
2020-10-05,"NI",0
2020-10-06,"NI",0
2020-10-07,"NI",0
2020-10-08,"NI",0
2020-10-09,"NI",0
2020-10-10,"NI",0
2020-10-11,"NI",0
2020-10-12,"NI",0
2020-10-13,"NI",0
2020-10-14,"NI",0
2020-10-15,"NI",0
2020-10-16,"NI",0
2020-10-17,"NI",0
2020-10-18,"NI",0
2020-10-19,"NI",0
2020-10-20,"NI",0
2020-10-21,"NI",0
2020-10-22,"NI",0
2020-10-23,"NI",0
2020-10-24,"NI",0
2020-10-25,"NI",0
2020-10-26,"NI",0
2020-10-27,"NI",0
2020-10-28,"NI",0
2020-10-29,"NI",0
2020-10-30,"NI",0
2020-10-31,"NI",0
2020-11-01,"NI",0
2020-08-06,"NL",23.803
2020-08-07,"NL",26.812
2020-08-08,"NL",29.405
2020-08-09,"NL",30.814
2020-08-10,"NL",32.949
2020-08-11,"NL",35.617
2020-08-12,"NL",34.283
2020-08-13,"NL",41.419
2020-08-14,"NL",41.194
2020-08-15,"NL",41.769
2020-08-16,"NL",43.12
2020-08-17,"NL",42.587
2020-08-18,"NL",41.036
2020-08-19,"NL",43.095
2020-08-20,"NL",37.517
2020-08-21,"NL",36.992
2020-08-22,"NL",36.092
2020-08-23,"NL",34.699
2020-08-24,"NL",34.199
2020-08-25,"NL",35.383
2020-08-26,"NL",34.374
2020-08-27,"NL",34.716
2020-08-28,"NL",34.524
2020-08-29,"NL",34.191
2020-08-30,"NL",33.991
2020-08-31,"NL",34.258
2020-09-01,"NL",33.416
2020-09-02,"NL",34.341
2020-09-03,"NL",35.667
2020-09-04,"NL",36.45
2020-09-05,"NL",38.485
2020-09-06,"NL",39.844
2020-09-07,"NL",43.17
2020-09-08,"NL",45.605
2020-09-09,"NL",49.94
2020-09-10,"NL",53.567
2020-09-11,"NL",55.526
2020-09-12,"NL",60.003
2020-09-13,"NL",65.047
2020-09-14,"NL",66.856
2020-09-15,"NL",70.8
2020-09-16,"NL",74.043
2020-09-17,"NL",77.87
2020-09-18,"NL",85.423
2020-09-19,"NL",91.501
2020-09-20,"NL",96.312
2020-09-21,"NL",102.89
2020-09-22,"NL",110.86
2020-09-23,"NL",118.147
2020-09-24,"NL",124.049
2020-09-25,"NL",130.369
2020-09-26,"NL",136.839
2020-09-27,"NL",143.875
2020-09-28,"NL",152.921
2020-09-29,"NL",158.557
2020-09-30,"NL",164.877
2020-10-01,"NL",172.447
2020-10-02,"NL",178.283
2020-10-03,"NL",186.82
2020-10-04,"NL",197.392
2020-10-05,"NL",205.654
2020-10-06,"NL",219.502
2020-10-07,"NL",231.716
2020-10-08,"NL",245.756
2020-10-09,"NL",267.199
2020-10-10,"NL",284.983
2020-10-11,"NL",305.976
2020-10-12,"NL",325.668
2020-10-13,"NL",344.335
2020-10-14,"NL",368.322
2020-10-15,"NL",387.489
2020-10-16,"NL",404.08
2020-10-17,"NL",420.804
2020-10-18,"NL",434.169
2020-10-19,"NL",449.501
2020-10-20,"NL",459.206
2020-10-21,"NL",465.383
2020-10-22,"NL",477.431
2020-10-23,"NL",489.545
2020-10-24,"NL",506.277
2020-10-25,"NL",510.73
2020-10-26,"NL",527.437
2020-10-27,"NL",547.038
2020-10-28,"NL",564.771
2020-10-29,"NL",559.436
2020-10-30,"NL",567.864
2020-10-31,"NL",577.394
2020-11-01,"NL",587.032
2020-08-06,"NO",6.245
2020-08-07,"NO",6.851
2020-08-08,"NO",8.195
2020-08-09,"NO",9.118
2020-08-10,"NO",9.75
2020-08-11,"NO",9.223
2020-08-12,"NO",10.251
2020-08-13,"NO",9.855
2020-08-14,"NO",10.093
2020-08-15,"NO",9.407
2020-08-16,"NO",9.645
2020-08-17,"NO",9.671
2020-08-18,"NO",9.908
2020-08-19,"NO",9.486
2020-08-20,"NO",9.987
2020-08-21,"NO",9.118
2020-08-22,"NO",9.671
2020-08-23,"NO",8.801
2020-08-24,"NO",8.38
2020-08-25,"NO",8.828
2020-08-26,"NO",9.039
2020-08-27,"NO",9.012
2020-08-28,"NO",9.091
2020-08-29,"NO",8.09
2020-08-30,"NO",8.222
2020-08-31,"NO",8.432
2020-09-01,"NO",10.198
2020-09-02,"NO",10.989
2020-09-03,"NO",13.966
2020-09-04,"NO",15.231
2020-09-05,"NO",17.102
2020-09-06,"NO",18.051
2020-09-07,"NO",19.632
2020-09-08,"NO",19.474
2020-09-09,"NO",19.816
2020-09-10,"NO",18.762
2020-09-11,"NO",19.684
2020-09-12,"NO",20.343
2020-09-13,"NO",20.633
2020-09-14,"NO",20.185
2020-09-15,"NO",19.895
2020-09-16,"NO",20.291
2020-09-17,"NO",19.816
2020-09-18,"NO",20.475
2020-09-19,"NO",20.185
2020-09-20,"NO",20.528
2020-09-21,"NO",19.579
2020-09-22,"NO",19.21
2020-09-23,"NO",20.027
2020-09-24,"NO",20.528
2020-09-25,"NO",20.08
2020-09-26,"NO",20.449
2020-09-27,"NO",20.264
2020-09-28,"NO",21.107
2020-09-29,"NO",20.633
2020-09-30,"NO",20.08
2020-10-01,"NO",19.764
2020-10-02,"NO",19.579
2020-10-03,"NO",19.474
2020-10-04,"NO",19.368
2020-10-05,"NO",20.001
2020-10-06,"NO",21.529
2020-10-07,"NO",22.899
2020-10-08,"NO",25.982
2020-10-09,"NO",28.249
2020-10-10,"NO",29.092
2020-10-11,"NO",29.092
2020-10-12,"NO",28.117
2020-10-13,"NO",27.247
2020-10-14,"NO",26.589
2020-10-15,"NO",24.77
2020-10-16,"NO",24.138
2020-10-17,"NO",23.295
2020-10-18,"NO",23.795
2020-10-19,"NO",24.586
2020-10-20,"NO",25.403
2020-10-21,"NO",25.798
2020-10-22,"NO",26.641
2020-10-23,"NO",28.907
2020-10-24,"NO",33.203
2020-10-25,"NO",36.365
2020-10-26,"NO",38.262
2020-10-27,"NO",45.825
2020-10-28,"NO",49.909
2020-10-29,"NO",55.47
2020-10-30,"NO",61.399
2020-10-31,"NO",66.669
2020-11-01,"NO",68.039
2020-08-06,"NZ",0.267
2020-08-07,"NZ",0.267
2020-08-08,"NZ",0.207
2020-08-09,"NZ",0.118
2020-08-10,"NZ",0
2020-08-11,"NZ",0
2020-08-12,"NZ",0
2020-08-13,"NZ",0
2020-08-14,"NZ",0.978
2020-08-15,"NZ",1.185
2020-08-16,"NZ",0
2020-08-17,"NZ",0
2020-08-18,"NZ",2.163
2020-08-19,"NZ",0
2020-08-20,"NZ",1.926
2020-08-21,"NZ",1.866
2020-08-22,"NZ",1.837
2020-08-23,"NZ",1.54
2020-08-24,"NZ",1.54
2020-08-25,"NZ",0
2020-08-26,"NZ",0
2020-08-27,"NZ",0
2020-08-28,"NZ",0
2020-08-29,"NZ",1.659
2020-08-30,"NZ",0
2020-08-31,"NZ",1.629
2020-09-01,"NZ",0
2020-09-02,"NZ",0
2020-09-03,"NZ",1.689
2020-09-04,"NZ",1.481
2020-09-05,"NZ",0
2020-09-06,"NZ",1.274
2020-09-07,"NZ",1.126
2020-09-08,"NZ",0
2020-09-09,"NZ",0.918
2020-09-10,"NZ",0.978
2020-09-11,"NZ",0
2020-09-12,"NZ",0.829
2020-09-13,"NZ",0
2020-09-14,"NZ",0
2020-09-15,"NZ",0
2020-09-16,"NZ",0
2020-09-17,"NZ",0.504
2020-09-18,"NZ",0
2020-09-19,"NZ",0
2020-09-20,"NZ",0.533
2020-09-21,"NZ",0
2020-09-22,"NZ",0.415
2020-09-23,"NZ",0
2020-09-24,"NZ",0.533
2020-09-25,"NZ",0
2020-09-26,"NZ",0.592
2020-09-27,"NZ",0.533
2020-09-28,"NZ",0.533
2020-09-29,"NZ",0
2020-09-30,"NZ",0.355
2020-10-01,"NZ",0.622
2020-10-02,"NZ",0.563
2020-10-03,"NZ",0
2020-10-04,"NZ",0.622
2020-10-05,"NZ",0
2020-10-06,"NZ",0
2020-10-07,"NZ",0
2020-10-08,"NZ",0.474
2020-10-09,"NZ",0
2020-10-10,"NZ",0.622
2020-10-11,"NZ",0.504
2020-10-12,"NZ",0.474
2020-10-13,"NZ",0
2020-10-14,"NZ",0
2020-10-15,"NZ",0
2020-10-16,"NZ",0
2020-10-17,"NZ",0.385
2020-10-18,"NZ",0
2020-10-19,"NZ",0.444
2020-10-20,"NZ",0.444
2020-10-21,"NZ",0
2020-10-22,"NZ",0
2020-10-23,"NZ",0
2020-10-24,"NZ",0
2020-10-25,"NZ",0
2020-10-26,"NZ",0
2020-10-27,"NZ",0
2020-10-28,"NZ",0.918
2020-10-29,"NZ",1.037
2020-10-30,"NZ",0.8
2020-10-31,"NZ",0
2020-11-01,"NZ",0.711
2020-08-06,"PA",230.504
2020-08-07,"PA",0
2020-08-08,"PA",241.827
2020-08-09,"PA",0
2020-08-10,"PA",0
2020-08-11,"PA",0
2020-08-12,"PA",0
2020-08-13,"PA",236.596
2020-08-14,"PA",0
2020-08-15,"PA",226.531
2020-08-16,"PA",232.226
2020-08-17,"PA",0
2020-08-18,"PA",236.695
2020-08-19,"PA",0
2020-08-20,"PA",0
2020-08-21,"PA",0
2020-08-22,"PA",165.213
2020-08-23,"PA",0
2020-08-24,"PA",0
2020-08-25,"PA",0
2020-08-26,"PA",0
2020-08-27,"PA",0
2020-08-28,"PA",202.858
2020-08-29,"PA",206.335
2020-08-30,"PA",193.919
2020-08-31,"PA",171.007
2020-09-01,"PA",0
2020-09-02,"PA",0
2020-09-03,"PA",0
2020-09-04,"PA",0
2020-09-05,"PA",164.617
2020-09-06,"PA",164.485
2020-09-07,"PA",0
2020-09-08,"PA",0
2020-09-09,"PA",0
2020-09-10,"PA",0
2020-09-11,"PA",0
2020-09-12,"PA",0
2020-09-13,"PA",156.804
2020-09-14,"PA",0
2020-09-15,"PA",0
2020-09-16,"PA",146.507
2020-09-17,"PA",146.474
2020-09-18,"PA",146.441
2020-09-19,"PA",0
2020-09-20,"PA",150.977
2020-09-21,"PA",0
2020-09-22,"PA",0
2020-09-23,"PA",0
2020-09-24,"PA",149.785
2020-09-25,"PA",0
2020-09-26,"PA",150.712
2020-09-27,"PA",149.222
2020-09-28,"PA",144.09
2020-09-29,"PA",0
2020-09-30,"PA",151.274
2020-10-01,"PA",152.466
2020-10-02,"PA",152.831
2020-10-03,"PA",0
2020-10-04,"PA",0
2020-10-05,"PA",0
2020-10-06,"PA",0
2020-10-07,"PA",157.234
2020-10-08,"PA",155.777
2020-10-09,"PA",0
2020-10-10,"PA",161.538
2020-10-11,"PA",165.975
2020-10-12,"PA",166.438
2020-10-13,"PA",0
2020-10-14,"PA",155.413
2020-10-15,"PA",159.85
2020-10-16,"PA",159.883
2020-10-17,"PA",154.188
2020-10-18,"PA",147.037
2020-10-19,"PA",0
2020-10-20,"PA",0
2020-10-21,"PA",0
2020-10-22,"PA",142.6
2020-10-23,"PA",143.825
2020-10-24,"PA",144.62
2020-10-25,"PA",145.944
2020-10-26,"PA",147.5
2020-10-27,"PA",0
2020-10-28,"PA",155.049
2020-10-29,"PA",0
2020-10-30,"PA",159.519
2020-10-31,"PA",165.578
2020-11-01,"PA",168.292
2020-08-06,"PE",0
2020-08-07,"PE",237.111
2020-08-08,"PE",0
2020-08-09,"PE",0
2020-08-10,"PE",213.056
2020-08-11,"PE",0
2020-08-12,"PE",0
2020-08-13,"PE",0
2020-08-14,"PE",0
2020-08-15,"PE",0
